cod_ibge,nome,porcentagem_pop_urbana_2010,densidade_demografica_2010,area_km2
2922508,NAZARÉ,83.8,107.47,278.629
2922607,NILO PEÇANHA,24.8,31.38,388.936
2922656,NORDESTINA,31.7,26.82,465.407
2922706,NOVA CANAÃ,41,19.58,804.617
2105948,LAGO DOS RODRIGUES,62.2,43.21,220.776
2105963,LAGOA GRANDE DO MARANHÃO,52.3,14.13,744.199
2105989,LAJEADO NOVO,46.1,6.61,1063.619
2924108,PEDRÃO,25,43.03,158.488
2924207,PEDRO ALEXANDRE,16.4,18.96,889.572
2924306,PIATÃ,42.3,10.49,1825.857
2924405,PILÃO ARCADO,33.6,2.8,11597.923
2924504,PINDAÍ,27.6,25.45,628.468
2924603,PINDOBAÇU,55.8,40.54,495.845
2924652,PINTADAS,56.5,18.96,647.144
2924678,PIRAÍ DO NORTE,37.6,52.32,193.427
2924702,PIRIPÁ,48.5,29.08,511.756
2924801,PIRITIBA,67.7,22.96,980.328
2924900,PLANALTINO,41.3,9.52,955.454
2106003,LIMA CAMPOS,59.5,35.48,321.932
2106102,LORETO,55.8,3.17,3597.231
2108454,PERITORÓ,36.6,25.71,824.725
2108504,PINDARÉ-MIRIM,72,127.25,268.285
2108603,PINHEIRO,59.5,51.66,1512.969
2925204,POJUCA,85.8,113.98,314.932
2925253,PONTO NOVO,53.4,31.65,530.144
2925303,PORTO SEGURO,82,52.7,2285.734
2925402,POTIRAGUÁ,67.3,9.95,1111.567
2925501,PRADO,56,15.87,1692.1
4312401,MONTENEGRO,90.26,140.13,424.846
5202601,AURILÂNDIA,76.7,6.46,565.514
2106201,LUÍS DOMINGUES,84.5,14.03,472.296
2110005,SANTA LUZIA,34.8,15.54,4837.169
5203203,BARRO ALTO,71.7,7.97,1080.268
5203302,BELA VISTA DE GOIÁS,73.1,19.56,1274.034
5203401,BOM JARDIM DE GOIÁS,75.4,4.43,1901.137
2106375,MARANHÃOZINHO,64.1,14.46,760.947
2106409,MATA ROMA,47.1,27.63,548.548
2106508,MATINHA,40.6,53.54,410.632
2106607,MATÕES,44,15.69,2108.671
2106631,MATÕES DO NORTE,33.9,17.36,794.454
2106672,MILAGRES DO MARANHÃO,21.7,12.79,634.818
2106706,MIRADOR,45.8,2.42,8522.351
5203559,BONFINÓPOLIS,93.2,61.62,121.915
5203575,BONÓPOLIS,37.1,2.15,1635.319
5203609,BRAZABRANTES,67.1,26.26,125.326
5203807,BRITÂNIA,82.5,3.77,1458.459
5203906,BURITI ALEGRE,92.9,10.11,901.932
5203939,BURITI DE GOIÁS,67.8,12.85,202.576
5203962,BURITINÓPOLIS,56.8,13.44,246.075
5204003,CABECEIRAS,74.9,6.52,1126.434
5204102,CACHOEIRA ALTA,79.4,6.38,1657.226
2106755,MIRANDA DO NORTE,79.9,71.61,341.107
2106805,MIRINZAL,63.5,20.67,686.942
2106904,MONÇÃO,37.1,24.38,1245.548
2107001,MONTES ALTOS,54.5,6.32,1488.513
2107100,MORROS,37.8,10.37,1712.121
2107209,NINA RODRIGUES,35.6,21.77,542.373
2107258,NOVA COLINAS,45.2,6.57,743.085
2205524,JÚLIO BORGES,30.11,4.14,1283.916
2107308,NOVA IORQUE,62.7,4.7,978.34
2107357,NOVA OLINDA DO MARANHÃO,62,7.8,2452.615
2110039,SANTA LUZIA DO PARUÁ,55.6,25.24,1010.483
2110104,SANTA QUITÉRIA DO MARANHÃO,48.4,15.22,1430.33
2925600,PRESIDENTE DUTRA,65.9,84.07,232.064
2925709,PRESIDENTE JÂNIO QUADROS,30.8,11.52,1208.549
2925758,PRESIDENTE TANCREDO NEVES,40.1,57.16,441.82
2925808,QUEIMADAS,50.8,12.15,2011.06
2925907,QUIJINGUE,23.4,20.27,1380.798
2107407,OLHO D'ÁGUA DAS CUNHÃS,51.6,26.75,695.333
2107456,OLINDA NOVA DO MARANHÃO,45.4,66.69,199.879
2107506,PAÇO DO LUMIAR,75,842.63,127.193
2925956,RAFAEL JAMBEIRO,29.9,18.77,1090.552
2926004,REMANSO,60.2,8.32,4573.505
5204300,CAÇU,80.8,5.9,2254.34
5204409,CAIAPÔNIA,73.2,1.94,8627.961
5204508,CALDAS NOVAS,96.1,44.16,1608.523
5204557,CALDAZINHA,57.7,13.25,251.72
5204607,CAMPESTRE DE GOIÁS,70.2,12.37,272.734
5204656,CAMPINAÇU,59.4,1.85,1978.386
5204706,CAMPINORTE,81,10.41,1065.319
5204805,CAMPO ALEGRE DE GOIÁS,73.9,2.46,2450.111
2107605,PALMEIRÂNDIA,18.4,35.7,532.161
2403756,FERNANDO PEDROZA,85.39,8.85,322.628
5204904,CAMPOS BELOS,88,25.43,735.126
2108009,PASTOS BONS,68.1,11.05,1635.181
2108058,PAULINO NEVES,32.1,14.83,979.482
2108108,PAULO RAMOS,53.9,19.06,1168.609
2108207,PEDREIRAS,83.5,136.77,262.066
2108256,PEDRO DO ROSÁRIO,25.9,12.99,1753.867
2108306,PENALVA,48.4,46.42,800.916
2108405,PERI MIRIM,26.6,34.06,397.994
5204953,CAMPOS VERDES,89.2,11.37,443.125
5205000,CARMO DO RIO VERDE,79,21.33,419.821
5205059,CASTELÂNDIA,91.9,12.23,299.228
5205109,CATALÃO,93.6,22.67,3826.37
5205208,CATURAÍ,78.2,22.61,205.065
5205307,CAVALCANTE,50.5,1.35,6948.78
5205406,CERES,95.5,96.69,213.07
2108702,PIO XII,56.6,40.39,545.14
2110237,SANTANA DO MARANHÃO,15.8,12.51,932.03
2110278,SANTO AMARO DO MARANHÃO,26.3,8.63,1582.806
5205471,CHAPADÃO DO CÉU,84,3.2,2184.076
5205497,CIDADE OCIDENTAL,78.1,143.4,389.984
2108801,PIRAPEMAS,64.1,25.24,688.761
5205521,COLINAS DO SUL,71.7,2.06,1707.519
5205703,CÓRREGO DO OURO,62,5.69,458.077
5205802,CORUMBÁ DE GOIÁS,61.9,9.76,1064.833
5205901,CORUMBAÍBA,77.1,4.34,1864.277
5206206,CRISTALINA,82.5,7.56,6153.921
5206305,CRISTIANÓPOLIS,84.3,13.01,221.624
5206404,CRIXÁS,78.2,3.38,4673.039
5206503,CROMÍNIA,75.2,9.76,364.918
5206602,CUMARI,81.6,5.2,568.365
5206701,DAMIANÓPOLIS,56.3,7.93,417.625
5206800,DAMOLÂNDIA,79.4,32.51,86.057
5206909,DAVINÓPOLIS,68.1,4.27,482.857
5207105,DIORAMA,60.8,3.61,685.382
2108900,POÇÃO DE PEDRAS,42.5,20.13,990.415
2109007,PORTO FRANCO,78.3,15.19,1420.51
2109056,PORTO RICO DO MARANHÃO,40,28.31,244.979
2109106,PRESIDENTE DUTRA,71.5,57.97,771.574
2109205,PRESIDENTE JUSCELINO,35.7,32.54,355.568
2109239,PRESIDENTE MÉDICI,61.2,14.56,437.687
2109270,PRESIDENTE SARNEY,25,23.7,726.172
2109304,PRESIDENTE VARGAS,42.7,23.33,330.765
2109403,PRIMEIRA CRUZ,30.7,10.2,1337.161
2109452,RAPOSA,63.3,409.1,79.213
2109502,RIACHÃO,50.5,3.17,6402.83
2109551,RIBAMAR FIQUENE,50.2,9.75,733.458
2109601,ROSÁRIO,58.8,57.77,647.998
2109759,SANTA FILOMENA DO MARANHÃO,32.5,11.72,623.213
2109809,SANTA HELENA,50.1,16.94,2191.168
5207352,EDEALINA,68.8,6.18,598.218
5207402,EDÉIA,84.7,7.71,1469.099
5207501,ESTRELA DO NORTE,88.3,11.01,301.139
5207535,FAINA,55.1,3.59,1949.685
5207600,FAZENDA NOVA,64.5,4.93,1279.107
2109908,SANTA INÊS,94.7,188.49,786.689
2110203,SANTA RITA,46.1,45.82,756.797
2111748,SENADOR ALEXANDRE COSTA,60.1,24.05,426.437
2110302,SANTO ANTÔNIO DOS LOPES,40.1,18.53,770.923
2111763,SENADOR LA ROCQUE,48.6,14.55,738.187
2111789,SERRANO DO MARANHÃO,38.6,9.06,1165.318
2111805,SÍTIO NOVO,30.2,5.46,3114.683
2111904,SUCUPIRA DO NORTE,47.3,9.72,1074.435
2111953,SUCUPIRA DO RIACHÃO,62,8.17,862.226
2112001,TASSO FRAGOSO,59.6,1.78,4369.159
5207808,FIRMINÓPOLIS,75.8,27.33,422.34
5207907,FLORES DE GOIÁS,26.3,3.25,3695.106
5208004,FORMOSA,91.9,17.22,5804.292
5208103,FORMOSO,73.9,5.78,843.42
5208152,GAMELEIRA DE GOIÁS,33.4,5.53,588.328
5208301,DIVINÓPOLIS DE GOIÁS,70.4,5.97,828.874
5208400,GOIANÁPOLIS,90.6,65.84,166.642
2110856,SÃO FRANCISCO DO BREJÃO,47.1,13.76,745.357
2110906,SÃO FRANCISCO DO MARANHÃO,33.8,5.17,2284.217
2111003,SÃO JOÃO BATISTA,26.8,28.84,649.956
2111029,SÃO JOÃO DO CARÚ,51.4,19.99,910.065
2111052,SÃO JOÃO DO PARAÍSO,48.8,5.27,2052.328
2111078,SÃO JOÃO DO SOTER,38.6,11.99,1438.067
2111102,SÃO JOÃO DOS PATOS,82.5,16.61,1483.255
2111201,SÃO JOSÉ DE RIBAMAR,23.1,419.82,180.363
2111250,SÃO JOSÉ DOS BASÍLIOS,40.1,20.67,353.72
2111300,SÃO LUÍS,94.5,1215.69,583.063
2111409,SÃO LUÍS GONZAGA DO MARANHÃO,39.2,20.81,909.164
2111508,SÃO MATEUS DO MARANHÃO,73.4,49.91,800.045
2111532,SÃO PEDRO DA ÁGUA BRANCA,89.1,16.69,720.461
2111573,SÃO PEDRO DOS CRENTES,55.1,4.52,979.915
2111607,SÃO RAIMUNDO DAS MANGABEIRAS,71.7,4.96,3524.501
2111631,SÃO RAIMUNDO DO DOCA BEZERRA,28.4,14.52,419.55
2111672,SÃO ROBERTO,47.8,26.19,226.811
2111706,SÃO VICENTE FERRER,26,53.38,393.928
2200301,ALTO LONGÁ,49.2,7.85,1743.331
2406809,LAJES PINTADAS,51.82,35.42,130.211
2111722,SATUBINHA,30.3,27.14,441.811
2926509,RIBEIRA DO AMPARO,13.5,22.22,644.229
2926608,RIBEIRA DO POMBAL,62.6,60.25,1252.144
2926657,RIBEIRÃO DO LARGO,54,6.77,1363.7
2926707,RIO DE CONTAS,48.5,12.23,1115.252
2112100,TIMBIRAS,62.4,18.83,1486.584
2112209,TIMON,86.9,89.18,1763.22
2112233,TRIZIDELA DO VALE,85.3,85.01,291.61
2112274,TUFILÂNDIA,48.8,20.65,270.934
2200103,AGRICOLÂNDIA,70.66,45.35,112.392
2200202,ÁGUA BRANCA,88.38,169.53,96.843
2200251,ALAGOINHA DO PIAUÍ,36.36,13.77,535.89
2926905,RIO DO PIRES,44.2,14.54,656.223
2927002,RIO REAL,62.7,51.84,739.775
2927101,RODELAS,84.1,2.85,2207.159
2200400,ALTOS,70.55,40.54,957.232
2404309,GOVERNADOR DIX-SEPT ROSADO,55,10.96,1129.55
2928109,SANTA MARIA DA VITÓRIA,59.1,20.49,1984.91
2928208,SANTANA,54.5,13.6,1909.353
2200459,ALVORADA DO GURGUÉIA,36.61,2.37,2131.506
2201408,BARRO DURO,72.48,50.39,159.436
2201507,BATALHA,37.27,16.22,1589.01
2200509,AMARANTE,51.19,14.83,1152.127
2202109,CAMPINAS DO PIAUÍ,33.41,6.51,783.842
2928406,SANTA RITA DE CÁSSIA,56.8,4.39,6030.491
2928505,SANTA TEREZINHA,24.2,13.64,719.257
2928604,SANTO AMARO,77.4,117.26,494.502
2928703,SANTO ANTÔNIO DE JESUS,87.2,348.14,261.74
2928802,SANTO ESTÊVÃO,57.8,131.92,360.334
2928901,SÃO DESIDÉRIO,31.2,1.82,15156.712
2200608,ANGICAL DO PIAUÍ,78.15,29.86,222.008
2200707,ANÍSIO DE ABREU,49.49,26.93,337.877
2200806,ANTÔNIO ALMEIDA,73.18,4.71,644.8
2200905,AROAZES,59.35,7.03,821.212
2929008,SÃO FÉLIX,65.7,142.11,103.226
2929057,SÃO FÉLIX DO CORIBE,81.1,13.74,1751.671
2929107,SÃO FELIPE,48.4,98.57,222.407
2929206,SÃO FRANCISCO DO CONDE,82.5,126.24,269.715
2929255,SÃO GABRIEL,56.9,15.36,1146.054
2929305,SÃO GONÇALO DOS CAMPOS,49.6,110.67,294.768
2929354,SÃO JOSÉ DA VITÓRIA,90.3,78.83,127.925
2200954,AROEIRAS DO ITAIM,9.75,9.49,316.235
2202117,CAMPO ALEGRE DO FIDALGO,26.08,7.13,657.796
2404606,IELMO MARINHO,12.7,39.01,312.028
2201002,ARRAIAL,51.9,6.87,682.727
2201051,ASSUNÇÃO DO PIAUÍ,45.02,4.44,1690.703
2201101,AVELINO LOPES,60.67,8.48,1220.371
2201150,BAIXA GRANDE DO RIBEIRO,61.69,1.35,7808.915
2201176,BARRA D'ALCÂNTARA,52.75,14.63,263.943
2201200,BARRAS,49.33,26.08,1722.507
2201309,BARREIRAS DO PIAUÍ,57.98,1.59,2168.713
2929404,SÃO MIGUEL DAS MATAS,32.3,48.57,230.906
2929503,SÃO SEBASTIÃO DO PASSÉ,78.6,78.3,536.678
2929602,SAPEAÇU,48.7,141.51,131.218
2201556,BELA VISTA DO PIAUÍ,32.9,7.57,499.092
2408409,OLHO D'ÁGUA DO BORGES,75.44,30.42,141.17
2201572,BELÉM DO PIAUÍ,48.81,13.5,243.234
2201606,BENEDITINOS,63.17,12.57,937.098
2201705,BERTOLÍNIA,73.21,4.34,1216.116
2201739,BETÂNIA DO PIAUÍ,27.9,10.65,579.576
2201770,BOA HORA,24.21,18.65,336.954
2201804,BOCAINA,39.96,16.27,261.651
2201903,BOM JESUS,77.88,4.14,5471.024
2201919,BOM PRINCÍPIO DO PIAUÍ,31.18,10.17,523.142
2201929,BONFIM DO PIAUÍ,30.32,18.65,289.149
2202851,CORONEL JOSÉ DIAS,32.83,2.37,1926.103
2202901,CORRENTE,61.77,8.33,3048.747
2404903,ITAÚ,86.07,41.83,133.031
2201945,BOQUEIRÃO DO PIAUÍ,43.05,22.25,269.786
2201960,BRASILEIRA,43.72,9.04,880.836
2201988,BREJO DO PIAUÍ,37.04,1.76,2267.327
2202000,BURITI DOS LOPES,53.97,27.6,690.54
2202026,BURITI DOS MONTES,30.36,3.01,2437.326
2929750,SAUBARA,97.7,68.51,166.428
2929800,SAÚDE,56.1,23.49,509.098
2929909,SEABRA,48.5,16.6,2402.17
2930006,SEBASTIÃO LARANJEIRAS,39.4,5.32,1984.511
2930105,SENHOR DO BONFIM,77.4,89.93,789.361
2930154,SERRA DO RAMALHO,19.8,12.2,2340.684
2930204,SENTO SÉ,57.9,2.95,11980.172
2930303,SERRA DOURADA,33.1,13.45,1592.245
2930402,SERRA PRETA,44.9,28.71,595.297
2930501,SERRINHA,61.5,116.5,583.314
2930600,SERROLÂNDIA,59,41.73,322.022
2202059,CABECEIRAS DO PIAUÍ,16.69,16.31,608.747
2202075,CAJAZEIRAS DO PIAUÍ,33.26,6.5,514.106
2202083,CAJUEIRO DA PRAIA,37.68,26.36,271.165
2202091,CALDEIRÃO GRANDE DO PIAUÍ,29.31,11.46,467.083
2930766,SÍTIO DO QUINTO,41.1,17.94,684.089
2930774,SOBRADINHO,90.9,17.76,1355.972
2930808,SOUTO SOARES,38,16.01,1026.634
2930907,TABOCAS DO BREJO VELHO,34.4,8.31,1437.189
2931004,TANHAÇU,41.4,16.21,1277.514
2931053,TANQUE NOVO,45.4,22.31,729.516
2931103,TANQUINHO,71.3,36.42,243.839
2931202,TAPEROÁ,46.5,45.64,454.081
2931301,TAPIRAMUTÁ,77.4,24.88,714.691
2931350,TEIXEIRA DE FREITAS,93.4,118.86,1165.622
2931400,TEODORO SAMPAIO,80.3,34.1,244.613
2931509,TEOFILÂNDIA,31.2,64.02,351.892
2202133,CAMPO GRANDE DO PIAUÍ,28.06,17.93,311.682
2210391,SÃO MIGUEL DO FIDALGO,36.46,3.66,813.444
2210409,SÃO MIGUEL DO TAPUIO,36.81,3.48,4988.973
2202174,CAMPO LARGO DO PIAUÍ,21.02,14.24,478.078
2202208,CAMPO MAIOR,74.2,26.96,1680.861
2202251,CANAVIEIRA,44.33,1.81,2165.277
2203008,CRISTALÂNDIA DO PIAUÍ,37.61,6.51,1202.896
2203107,CRISTINO CASTRO,72.76,5.41,1845.698
2203206,CURIMATÁ,65.83,4.6,2344.949
2203230,CURRAIS,19.64,1.49,3156.657
2931806,TREMEDAL,23.1,10.14,2010.316
2931905,TUCANO,41.9,18.73,2198.237
2932002,UAUÁ,44.3,8,3060.116
2202307,CANTO DO BURITI,55.59,4.63,4325.643
2202406,CAPITÃO DE CAMPOS,57.95,18.5,571.658
2202455,CAPITÃO GERVÁSIO OLIVEIRA,29.96,3.42,1132.995
2210508,SÃO PEDRO DO PIAUÍ,60.09,26.32,518.288
2210607,SÃO RAIMUNDO NONATO,65.78,13.38,2415.287
2210623,SEBASTIÃO BARROS,31.24,3.98,893.488
2932200,UBAITABA,85.1,115.71,181.102
2932309,UBATÃ,71.8,93.22,177.643
2932408,UIBAÍ,61,24.73,545.298
2932457,UMBURANAS,44.2,10.18,1775.633
2932507,UNA,62.3,20.48,1126.733
2932606,URANDI,36.1,16.99,902.402
2932705,URUÇUCA,79.5,50.61,510.098
5208707,GOIÂNIA,99.6,1776.75,729.296
5208806,GOIANIRA,98.2,162.94,213.772
5208905,GOIÁS,75.4,7.96,3108.423
5209101,GOIATUBA,92.1,13.13,2479.591
5209150,GOUVELÂNDIA,78.7,6,827.373
2202505,CARACOL,39.44,6.34,1610.959
2202539,CARAÚBAS DO PIAUÍ,17.59,11.72,471.217
2203255,CURRALINHOS,31.82,12.09,345.811
2203271,CURRAL NOVO DO PIAUÍ,28.32,6.47,755.251
3104304,AREADO,83.93,48.5,283.124
3104403,ARGIRITA,75.56,18.2,159.378
3104452,ARICANDUVA,35.53,19.6,243.329
3104502,ARINOS,61.41,3.35,5279.419
2202554,CARIDADE DO PIAUÍ,32.72,9.63,498.793
2202604,CASTELO DO PIAUÍ,62.6,9.01,2378.847
2202653,CAXINGÓ,19.17,10.32,491.093
2203305,DEMERVAL LOBÃO,81.89,61.24,216.807
2205532,JUREMA,19.17,3.55,1271.881
3104700,ATALÉIA,49.8,7.87,1836.925
3104809,AUGUSTO DE LIMA,58.95,3.95,1254.832
3104908,BAEPENDI,72.36,24.39,750.554
3105004,BALDIM,64.03,14.23,556.266
2202703,COCAL,46.17,20.51,1294.133
2205540,LAGOINHA DO PIAUÍ,59.56,39.35,67.649
2202711,COCAL DE TELHA,58.94,16.04,310.291
2203859,FLORESTA DO PIAUÍ,34.69,12.75,223.199
3105202,BANDEIRA,47.66,10.31,483.789
2202729,COCAL DOS ALVES,31.98,15.58,324.856
2204105,FRANCISCO AYRES,48.11,6.82,656.475
2202737,COIVARAS,30.78,7.85,484.46
2405009,JAÇANÃ,67.29,145.25,54.561
3105400,BARÃO DE COCAIS,90.66,83.51,340.14
3105509,BARÃO DE MONTE ALTO,71.98,28.84,198.313
2202752,COLÔNIA DO GURGUÉIA,80.35,14.02,429.591
2405108,JANDAÍRA,58.14,15.6,442.754
3105707,BARRA LONGA,37.65,16.01,383.628
3105905,BARROSO,96.84,238.81,82.07
3106002,BELA VISTA DE MINAS,93.74,91.66,109.143
3106101,BELMIRO BRAGA,32.3,8.66,393.086
2202778,COLÔNIA DO PIAUÍ,35.57,7.84,950.193
2204659,ILHA GRANDE,83.52,66.37,129.696
3106309,BELO ORIENTE,84.12,69.86,334.909
3106408,BELO VALE,43.72,20.59,365.923
3106507,BERILO,31.61,20.95,587.106
2203354,DIRCEU ARCOVERDE,35.49,6.56,1005.571
2203404,DOM EXPEDITO LOPES,54.38,29.99,218.808
2203420,DOMINGOS MOURÃO,22.47,5.04,848.705
2203453,DOM INOCÊNCIO,21.83,2.39,3871.824
2203503,ELESBÃO VELOSO,69.76,10.77,1383.976
2203602,ELISEU MARTINS,81.91,4.28,1097.79
2203701,ESPERANTINA,61.32,41.45,908.748
3106606,BERTÓPOLIS,60.72,10.51,427.803
3106655,BERIZAL,56.86,8.94,488.756
3106705,BETIM,99.27,1102.8,343.884
3106804,BIAS FORTES,39.52,13.38,283.535
3106903,BICAS,94.9,97.46,140.082
3107000,BIQUINHAS,62.32,5.73,458.948
3107109,BOA ESPERANÇA,83.58,44.75,860.669
3107208,BOCAINA DE MINAS,47.85,9.94,503.77
3107307,BOCAIÚVA,78.45,14.45,3206.757
2203750,FARTURA DO PIAUÍ,26.33,7.12,713.046
2203800,FLORES DO PIAUÍ,45.51,4.61,946.719
2204709,INHUMA,49.03,15.18,978.222
2204808,IPIRANGA DO PIAUÍ,61.61,17.67,529.417
3107505,BOM JARDIM DE MINAS,85.77,15.78,412.021
3107604,BOM JESUS DA PENHA,72.68,18.66,208.349
3107703,BOM JESUS DO AMPARO,45.82,28.07,195.611
3107802,BOM JESUS DO GALHO,65.24,25.94,592.289
3107901,BOM REPOUSO,54.31,45.5,229.845
2203909,FLORIANO,86.62,16.92,3407.979
2204006,FRANCINÓPOLIS,62.56,19.48,268.704
2204501,GUADALUPE,95.85,10.03,1026.538
2204550,GUARIBAS,28.97,1.41,3118.231
2204600,HUGO NAPOLEÃO,82.15,16.8,224.573
3108602,BRASÍLIA DE MINAS,66.24,22.3,1399.484
3108701,BRÁS PIRES,47.94,20.76,223.351
3108800,BRAÚNAS,31.67,13.3,378.318
3108909,BRAZÓPOLIS,53.82,39.87,367.688
3109006,BRUMADINHO,84.31,53.13,639.434
3109105,BUENO BRANDÃO,52.09,30.58,356.15
3109204,BUENÓPOLIS,75.47,6.43,1599.881
3109253,BUGRE,38.35,24.66,161.491
3109303,BURITIS,70.81,4.35,5225.186
3109402,BURITIZEIRO,87.77,3.73,7218.401
3109451,CABECEIRA GRANDE,82.09,6.26,1033.055
3109501,CABO VERDE,55.18,37.54,368.206
3109600,CACHOEIRA DA PRATA,96.55,59.53,61.381
3109709,CACHOEIRA DE MINAS,64.02,36.27,304.243
3109808,CACHOEIRA DOURADA,88.82,12.47,203.07
3109907,CAETANÓPOLIS,82.1,65.48,156.039
2205003,ITAINÓPOLIS,22.77,13.41,827.62
2205102,ITAUEIRA,55.71,4.18,2554.179
2205151,JACOBINA DO PIAUÍ,17.9,4.17,1333.796
3110301,CALDAS,56.77,19.16,711.414
3110400,CAMACHO,46.23,14.14,223.001
3110509,CAMANDUCAIA,73.38,39.89,528.688
3110608,CAMBUÍ,84.41,108.31,244.567
3110707,CAMBUQUIRA,82.98,51.15,246.38
3110806,CAMPANÁRIO,74.38,8.06,442.398
3110905,CAMPANHA,86.35,45.99,335.587
3111002,CAMPESTRE,52.98,35.8,577.843
3111101,CAMPINA VERDE,74.69,5.29,3650.749
3111150,CAMPO AZUL,42.1,7.28,505.914
3111200,CAMPO BELO,94.34,97.58,528.225
3111309,CAMPO DO MEIO,87.65,41.67,275.426
3111408,CAMPO FLORIDO,75.81,5.43,1264.245
3111507,CAMPOS ALTOS,90.9,19.99,710.645
3111606,CAMPOS GERAIS,69.41,35.87,769.504
2205201,JAICÓS,47.17,20.85,866.788
3111804,CANÁPOLIS,89.57,13.53,843.599
3111903,CANA VERDE,72.79,26.27,212.721
3112000,CANDEIAS,69.93,20.26,720.512
3112059,CANTAGALO,59.09,29.57,141.855
3112109,CAPARAÓ,38.51,39.86,130.694
3112208,CAPELA NOVA,44.84,42.81,111.073
3112307,CAPELINHA,71.12,36.05,965.292
3112406,CAPETINGA,83.5,23.79,297.937
3112505,CAPIM BRANCO,91.09,93.16,95.333
3112604,CAPINÓPOLIS,93.54,24.63,620.716
3112653,CAPITÃO ANDRADE,72.55,17.65,279.088
3112703,CAPITÃO ENÉAS,81.09,14.62,971.576
3112802,CAPITÓLIO,79.46,15.68,521.802
3112901,CAPUTIRA,41.85,48.11,187.704
3113008,CARAÍ,32.18,17.99,1242.345
3113107,CARANAÍBA,35.77,20.56,159.95
3113206,CARANDAÍ,77.98,48.06,487.28
2205250,JARDIM DO MULATO,27.45,8.45,510.226
2205276,JATOBÁ DO PIAUÍ,19.07,7.13,650.393
2206001,MARCOS PARENTE,86.29,6.58,677.416
3113503,CARBONITA,73.66,6.28,1456.095
3113602,CAREAÇU,74.66,34.79,181.009
3113701,CARLOS CHAGAS,64.6,6.27,3202.984
3113800,CARMÉSIA,53.6,9.44,259.103
3113909,CARMO DA CACHOEIRA,75.75,23.38,506.333
2205300,JERUMENHA,56.24,2.35,1865.94
2205359,JOÃO COSTA,23.68,1.64,1800.23
2205458,JOCA MARQUES,32.88,30.64,169.005
2205508,JOSÉ DE FREITAS,58.25,24.11,1538.172
2205516,JUAZEIRO DO PIAUÍ,31.09,5.75,935.404
3114105,CARMO DE MINAS,74.1,42.66,322.285
3114204,CARMO DO CAJURU,86.65,43.9,455.808
3114303,CARMO DO PARANAÍBA,84.75,22.74,1307.862
3114402,CARMO DO RIO CLARO,70.31,19.17,1065.685
2205557,LAGOA ALEGRE,37.99,20.29,394.205
2205565,LAGOA DO BARRO DO PIAUÍ,21.98,3.58,1331.025
2205573,LAGOA DE SÃO FRANCISCO,32.58,41.26,155.86
2206704,NAZARÉ DO PIAUÍ,47.85,5.56,1315.841
2206720,NAZÁRIA,20.48,22.19,362.376
2206753,NOSSA SENHORA DE NAZARÉ,29.92,12.79,356.872
2206803,NOSSA SENHORA DOS REMÉDIOS,45,22.89,357.896
2206902,NOVO ORIENTE DO PIAUÍ,50.48,12.37,525.906
2206951,NOVO SANTO ANTÔNIO,28.1,6.77,443.872
2207009,OEIRAS,61.72,13.19,2703.138
3114501,CARMÓPOLIS DE MINAS,69.34,42.62,400.01
3114550,CARNEIRINHO,73.65,4.59,2063.462
3114600,CARRANCAS,66.16,5.42,727.894
3114709,CARVALHÓPOLIS,73.6,41.2,81.101
3114808,CARVALHOS,53.49,16.14,282.254
3114907,CASA GRANDE,50,14.23,157.727
3115003,CASCALHO RICO,62.86,7.78,367.308
3115102,CÁSSIA,81.67,26.15,665.802
3115201,CONCEIÇÃO DA BARRA DE MINAS,70.64,14.48,273.014
3115300,CATAGUASES,95.73,141.85,491.767
3115359,CATAS ALTAS,87.49,20.19,240.042
3115409,CATAS ALTAS DA NORUEGA,41.28,24.45,141.622
3115458,CATUJI,25.22,15.99,419.38
3115474,CATUTI,58.37,17.73,287.812
3115508,CAXAMBU,97.91,216.01,100.483
3115607,CEDRO DO ABAETÉ,85.37,4.27,283.211
2205581,LAGOA DO PIAUÍ,43.28,9.05,427.841
2205599,LAGOA DO SÍTIO,35.53,6.03,805.018
2205607,LANDRI SALES,74.93,4.85,1088.583
2205706,LUÍS CORREIA,44.52,26.52,1074.132
2205805,LUZILÂNDIA,53.67,35.1,705.599
2207306,PAES LANDIM,58.54,10.11,401.378
3116001,CHALÉ,49.32,26.54,212.674
2205854,MADEIRO,43.04,44.12,178.842
2205904,MANOEL EMÍDIO,63.59,3.22,1620.413
2207355,PAJEÚ DO PIAUÍ,42.4,3.12,986.961
2207405,PALMEIRA DO PIAUÍ,35.33,2.47,2024.02
3116159,CHAPADA GAÚCHA,53.32,3.32,3255.189
3116209,CHIADOR,53.36,11.01,252.852
3116308,CIPOTÂNEA,46.04,42.66,153.479
3116407,CLARAVAL,55.7,19.95,227.627
3116506,CLARO DOS POÇÕES,67.54,10.79,720.424
3116605,CLÁUDIO,82.08,40.86,630.706
3116704,COIMBRA,73.09,66,106.875
3116803,COLUNA,42.27,25.89,348.492
3116902,COMENDADOR GOMES,50.74,2.85,1041.047
3117009,COMERCINHO,42.75,12.67,654.961
3117108,CONCEIÇÃO DA APARECIDA,63.13,27.86,352.521
3117207,CONCEIÇÃO DAS PEDRAS,54.89,26.9,102.206
3117306,CONCEIÇÃO DAS ALAGOAS,90.61,17.19,1340.25
3117405,CONCEIÇÃO DE IPANEMA,34.18,17.55,253.935
